course_id,title,description,credits,geneds
LACS348G,Special Topics in Latin American and Caribbean Studies; Slavery in Latin America,Cross-listed with HIST319M.,3,
LACS486,Internship in Latin American/Caribbean Studies,"Internship experience with an organization that works with or studies Latin American and/or the Caribbean. This is an experiential learning course that provides semester-long training that enriches the student's academic field of study and the LACS Certificate. Students submit a final written report of their experience, including critical analysis of the institutional relevance to their major field of study and to Latin American and Caribbean Studies. Students will also be asked to give an oral presentation.",1,
LACS609,Colloquium in Latin American and Caribbean Studies; Colloquium,"The colloquium is a core course for the Graduate Certificate in Latin American and Caribbean Studies. It is aimed at ensuring an ongoing intellectual community among students, faculty, and guest scholars. The colloquium only meets four (4) times a semester.",1,
LACS688,Experiential Learning in Latin American and Caribbean Studies,,1,
LACS689,Research Praxis in Latin American and Caribbean Studies,,1,
LARC131,Computer Visualization I,"Provides the opportunity to 1) explore basic design principles and practice 2) explore and apply computer concepts and principles, 3) learn and apply basic computer tools used in landscape architecture and allied disciplines and 4) demonstrate competency in design vocabulary and computer applications through demonstrated deliverables used in the built environment design fields.",3,
LARC152,"Greening Cities: Who Wins, Who Loses, and Who Cares?","""Greening Cities"" can have many interpretations: improving or adding urban economic activity, realizing energy efficiency, greening urban transport systems, etc. An important component of livable and sustainable cities and metropolitan ecosystems are the plants and landscapes that are inhabited by plants. With the majority of humans now living in cities, a survey of urban ecosystem principles and an examination of design and planning strategies for plant and landscape resources in urban and metropolitan regions is critical.",3,DSSP|SCIS
LARC162,"Environmental Justice: Same World, Different Built Environment","Environmental Justice will be explored in the context of the built environment. What unequal public built environmental threats exist? How can these threats be prevented or eliminated? Public schools, public parks, access to clean water, air pollution, tree coverage are among the built environments examined in the course.",3,DSHS|DVUP|SCIS
LARC221,Digital Design Tools,The development and application of computing skills as used by the landscape architecture profession. This Computer-Aided Design and Drafting (CADD) course develops computer drafting using a variety of software programs. It also introduces students to Geographic Information Systems (GIS) mapping technologies.,3,
LARC231,Site Planning and Design Studio,"An examination of the influence of landscape character and site features (natural and cultural) on landscape architecture, architecture and planning through application in the studio setting.",5,
LARC263,History of Landscape Architecture,"A survey of landscape architecture history from the ancient Western civilizations to the twentieth century with consideration of parallel developments in the Eastern World, European Africa and the Americas.",3,DSHU
LARC331,Regional Design and GIS Studio,"An examination of the landscape architect's role within the interdisciplinary regional design field incorporating GIS technologies, spatial modeling, and the regional design process.",5,
LARC414,Construction Technology I: Principles of Site Engineering,"First of three courses in the landscape architecture engineering and construction sequence that focuses on the principles, procedures, and applications of site grading. Included in this subject area are the topics of relief visualization and representation, slope and contour calculations, grading objectives and methodology, structure siting principles, drainage principles, contour manipulation procedures, stormwater management, horizontal and vertical road alignment, and cut-fill calculations.",3,
LARC416,Construction Technology III: Water Soil-Centric Practices,"Third of three courses in the landscape architecture engineering and construction sequence focuses on site construction, soil and water-centric Best Design Practices (BDPs). Included in this subject area are the topics of construction operations and earthwork, soil erosion and sediment control, retaining wall, soil and constructed media, shoreline construction, bioretention and planting systems and green roofs.",3,
LARC454,Principles for Planting Design,"Emphasis will be placed on the analysis of natural systems of the landscape as they relate to visual thinking and to the rigor of the design process. Planting Design will familiarize you with native habitats, reinforce the application of design principles, and assess human response to the built environment in terms of developing a planting scheme. Students will acquire an understanding of and an appreciation for complex, interdependent relationships that exist in a healthy plant community. Students will graphically represent planting plans as communication tools suitable for client and contractor discussion as well as the basic construction documentation process through plant schedules, details, technical specifications, soil analysis, cost estimating, site preparation, and landscape maintenance procedures.",3,
LARC471,Capstone Praxis Studio,"A capstone experience with projects of varied thematic content that emphasize the integration of critical thinking skills and methodologies introduced throughout the landscape architecture curriculum. Students apply design and analysis methodologies, evaluate alternative solutions, involve community residents and engage in final design development, using the master plan and site design process, report writing, and oral and graphic presentations. Final presentations are open to the university and the community.",5,
LARC499,Independent Studies in Landscape Architecture,,1,
LARC641,Graduate Studio II,"Principles and techniques of site analysis, environmental design and site development for human settlements and interaction with natural systems. Will expand analytical skills through complex site design problems. Students will research, observe and apply low impact development and sustainable practices, become familiar with building and landscape types by investigating alternative arrangements on the land, and understand user needs and design for populations with a range of abilities. Will support LEED and sustainable practices and acknowledge the requirements of public health, safety, and welfare.",5,
LARC648,Graduate Studio IV,"Students must pay a $300.00 Graduate Studio Fee. An exploration that will focus on issues in landscape planning and design such as campus planning, urban housing and recreation, and neighborhood preservation, restoration and development. Projects will emphasize the value of responsible academic and civic landscapes, the place of historic resources in contemporary life, and innovative solutions for the integration of past and future landscapes.",5,
LARC661,Seminar in Landscape Architecture,"Explore the multifaceted realm of the profession and discipline for landscape architecture. Students will explore a select topic or technology for the intersection of nature, culture, and human intervention in shaping the built environment. Through critical readings or exercise, participants learn critical technologies, analyze historical precedents, contemporary theories, and design and planning practices. Engaging discussions and collaborative projects or exercise empower students to synthesize knowledge, fostering a holistic perspective.",1,
LARC671,Landscape Architecture Research Methods,"Investigation and discussion of broad scope of research methods and the development of landscape design and planning research techniques and skills. The urban environment will be viewed primarily as a social and psychological environment, with concern for who uses these environments and the conflicts that can arise between user groups.",3,
LARC699,Independent Studies in Landscape and Architecture,,1,
LARC799,Master's Thesis Research,Students must pay a $300.00 Graduate Studio Fee.,1,
LATN102,Elementary Latin II,"Prerequisite: Must have completed LATN101 at University of Maryland, College Park; or permission of ARHU-Classics department.",4,
LATN388B,Special Topics in Latin Language and Literature; .                                                            JUVENAL,"Over the semester we will explore the strange mixture of aggression, self-deprecation, righteousness, and hypocrisy that characterizes Juvenal's poetry. Students will develop their facility with the Latin language and familiarize themselves with the literary, social, and political context in which Juvenal wrote. Students will utlize these linguistic and analytical skills to produce well-argued papers.",3,
LATN488E,Latin Readings; .                                                            PLINY THE ELDER,"This seminar will be an introduction to Roman civilization through an unusual lens: the genre of ancient encyclopedias. Instead of following achronological history, we will see the ancient world as the Romans explained it to themselves-through their accounts of geography, technology, social life, economy, professions, and art. While doing so, students will develop both their command of Latin and their academic writing skills.",3,
LATN488R,Latin Readings; ROMAN ELEGY,,3,
LATN499,Independent Study in Latin Language and Literature,,1,
LATN688E,Special Topics in Latin Literature; PLINY THE ELDER,"This seminar will be an introduction to Roman civilization through an unusual lens: the genre of ancient encyclopedias. Instead of following achronological history, we will see the ancient world as the Romans explained it to themselves-through their accounts of geography, technology, social life, economy, professions, and art. While doing so, students will develop both their command of Latin and their academic writing skills.",3,
LATN688R,Special Topics in Latin Literature; .                                                            ROMAN ELEGY,,3,
LATN699,Independent Studies in Latin Literature,,1,
LATN799,Master's Thesis Research,,1,
LBSC602,Serving Information Needs,"An introduction to the skills necessary to interact directly with individuals through the exploration of user behavior theory, strategies to locate and evaluate information from print and electronic resources, and policies and procedures to ensure that all individuals can become information literate.",3,
LBSC611,History of the Book,Introduction to the history and development of the book from pre-printing and incunabula to the post-modern book. Book illustration; publishing; collecting.,3,
LBSC631,Achieving Organizational Excellence,"Overview of the principles, practices, and techniques required for effective leadership and management. The innovative strategies, management responsibilities, and skills needed to achieve and sustain high organizational performance in information-based cultural institutions.",3,
LBSC641,Selecting and Evaluating of Resources for Learning,"Policies and procedures for collection development, including identifying, evaluating, acquiring, providing, and promoting resources in all formats, to support learning and teaching in elementary and secondary schools.",3,
LBSC646,Literature and Materials for Young Adults,"Survey of literature and other materials for older children and adolescents. Criteria for evaluating and using such materials as they relate to the needs, interests, reading abilities, and other capabilities of young readers.",3,
LBSC671,The Lifecycle of Information,"Introduction to methods used to create, acquire, organize, manage and preserve information. Information systems currently used to support digital and physical libraries, databases, and repositories will be explored.",3,
LBSC706,Seminar in International and Comparative Librarianship and Information Science,"Comparison and contrast of bibliographic systems, institutions, service arrangements, and professional patterns in developed and developing cultures. Libraries, information organizations, and international information systems viewed against the backdrop of national cultures. Influences of social, political, and economic factors upon these forms.",3,
LBSC707,Field Study in Information Service,"Supervised internship experience in a library, archive, museum, or other information organization.",3,
LBSC708A,Special Topics in Library and Information Science; Planning Successful Events,"Successful events can promote an organization s value by raising awareness of new and existing services, resources, and facilities. Event planning requires attention to detail, strong organizational skills, and teamwork. This course will provide students with the tools and skills to develop effective plans for a variety of events that take place in information settings. Topics such as assessing needs, developing timelines, drafting budgets, and planning event marketing will be covered.",1,
LBSC708C,Special Topics in Library and Information Science; Classified Records and Archives,"Offers a comprehensive introduction to classified records and archives for students and practitioners interested in becoming familiar both with the details of security classification policies and protocols, as well as how the classification scheme fits within a larger historical and archival context. Beginning with looking at the history of specific laws and Executive Orders governing US classification, the course will provide an overview of how archival practices and federal recordkeeping policies influence the maintenance of classified records. The specifics of classification will be explored, including the classification process, levels of classification, declassification procedures, and maintaining secure records in both traditional and electronic form. Additional subjects will include providing public access to classified records, understanding international security standards, criticism of the existing security classification scheme in the US, and recent scandals involving the handling of classified records.",3,
LBSC708D,Special Topics in Library and Information Science; Preparing For The Job Search,"Attaining your first professional job requires preparation. Learn how to identify, research, and apply to, and interview for positions. This course will cover practice interviews, informational interviews, elevator pitches, networking, mentoring, cover letters, resumes. Human resource professionals will provide advice on best practices for job applications and interviews.",1,
LBSC708G,Special Topics in Library and Information Science; Intergroup Dialogue for Libraries and Archives: Leadership and Social Change,"Introduces MLIS students to the transformative potential of intergroup dialogue (IGD) as a powerful tool in advancing social justice within library and information science. The course has two primary goals: first, to immerse students in the practice of IGD as participants in a 5-week facilitated dialogue, where they will engage in meaningful conversations around identity, power, and systemic inequities. Second, the course integrates key social justice principles and ideals, contextualizing them within library settings and using IGD to bridge differences across diverse communities.",3,
LBSC708K,Special Topics in Library and Information Science; Carceral Librarianship,,3,
LBSC708Z,Special Topics in Library and Information Science; Using Technology for Interactive Instruction,The ability to provide effective instruction enables an information professional to support users information literacy and lifelong learning skills. Information literacy instruction requires the selection and use of technology and tools that will foster learner engagement through interactivity and peer-based learning. This course will introduce students to several technology-based tools appropriate for a variety of teaching settings and topics. Students will develop technology-based interactive teaching activities and assess the value of the tools chosen.,1,
LBSC734,Seminar in the Academic Library,"Role of the academic library within the framework of higher education. Planning programs and services, collections, support, fiscal management, physical plant, and cooperation.",3,
LBSC741,Seminar in School Library Administration,"Development, management, and evaluation of school library programs at all levels.",3,
LBSC749,Internship in School Libraries,,1,
LBSC750,Research and Teaching Fellowship I,"Part of the Research and Teaching Fellowship program, a three-semester teacher training and professional development program in academic libraries. Fellows will complete weekly readings, participate in weekly discussions, observe information literacy instruction sessions, and co-teach at least one research session with another fellow.",1,
LBSC752,Research and Teaching Fellowship III,"Part of the Research and Teaching Fellowship program, a three-semester teacher training and professional development program in academic libraries. Fellows will complete weekly readings, participate in weekly discussions, and serve as a Discussion Leader for two class periods of LBS750, Research and Teaching Fellowship I. Taken in conjunction with the field study course, either LBSC 703 or LBSC 707.",1,
LBSC770,Metadata and Tools for Information Professionals,"Principles, standards, and practices of information representation to facilitate accessing needed information in digital bibliographic environments. Includes exposure to Metadata, XML, RDA/AACR2R, DTDs, MARC, Dublin Core, MODS, ISBN and ISSN, FRBR, FRAD, Classification systems, and Controlled Vocabularies such as LCSH, SEARS, NLM, Getty and ERIC Thesauri, and others.",3,
LBSC786,Library and Archives Preservation,"An introduction to library and archives materials and media, the risks that affect their preservation and strategies used to enhance preservation of library and archives collections. The course reviews preservation knowledge and skills that archival and library staff uses when providing access, managing, processing and working with collections.",3,
LEAD217,Introduction to Leadership,"Surveys the study and practice of leadership and provides students with a variety of experiences to wrestle with large leadership questions. What is leadership? Who can be a leader? How is leadership an important aspect of understanding self and others? Students will explore and respond to these questions through a variety of leadership theories and models, self-assessments, critical reflection, active-learning, group projects, and research. The course will introduce students to critical theory and critical perspectives of leadership to help students broaden their perspectives on leadership and develop more complex thought and practice of leadership.",3,DSSP
LEAD321,Advanced Social Action Seminar,"The purpose of the Social Action Sequence (LEAD 320 & LEAD 321) is to examine the connections between leadership and social change, and learn how our own leadership knowledge and practice can be used to advance progress toward more just and equitable communities. Together we will explore socially-responsible approaches to leadership as the groundwork for this sequence. In LEAD 321 (1-credit), students will implement their action plan for regular engagement in their community related to their chosen social issue, practicing leadership approaches and skills to advance social change within their spheres of influence.",1,
LEAD417,Leadership Studies Capstone,"As the final academic experience in the Leadership Studies Minor/Certificate, this seminar is designed to be both retrospective and integrative, encouraging you to synthesize relevant concepts and experiences and to formulate your own informed perspective on the implications of leadership. This course will serve as a place to critically think about the field of leadership studies and the implications of leadership in multiple settings for life-long practice. You will be expected to demonstrate skill in analysis of pertinent literature, write with purpose and clarity, facilitate the learning and development of others, and engage in thoughtful group discussion.  In this seminar, you will submit scholarly products to demonstrate a mature understanding of your leadership trajectory in past, present and future contexts.",3,
LGBT200,"Introduction to Lesbian, Gay, Bisexual, and Transgender Studies","An interdisciplinary study of the historical and social contexts of personal, cultural and political aspects of LGBT life. Sources from a variety of fields, such as anthropology, history, psychology, sociology, and women's studies, focusing on writings by and about LGBT people.",3,DSHS|DVUP
LGBT265,LGBTQ+ Literatures and Media,"A study of literary and cultural expressions of queer and trans identities, positionalities, and analytics through an exploration of literature, art, and media. We will examine historical and political power relations by considering the intersections of sexuality and gender with race, class, nation, and disability. Topics include the social construction and regulation of sexuality and gender, performance and performativity, intersectionality, and the relationship between aesthetic forms and queer/ trans subjectivity. Our interpretations will be informed by queer and trans theories.",3,DSHU|DVUP
LGBT310,Transgender Studies,"Introduces students to the interdisciplinary field of transgender studies, providing a history of the field and engaging current debates within it. Students will explore the emergence and consolidation of trans identities, practices, cultures, and knowledges across medical, historical, sociological, cultural, and artistic contexts, paying particular attention to dynamics of race, class, and ability, to global and transnational difference, and to the implications of transgender studies for understanding gender and sexuality overall.",3,
LGBT448Y,"Special Topics in Lesbian, Gay, Bisexual, and Transgender Studies; Dickinson, Erotics, Poetics, Biopics: Some (Queer) Ways We Read Poetry",Repeatable to 9 credits if content differs.,3,DVUP
LGBT488E,"Seminar in Lesbian, Gay, Bisexual, and Transgender Studies; Magical Black Femmes: Queering Black Femininity",,3,
LGBT499,Independent Study,,1,
LING200,Introductory Linguistics,"An exploration of the nature of human language. Introduction to the basic concepts and methodology of modern linguistic analysis (sound systems, word formation, sentence structure). Examination of the factors that contribute to dialect differences and the social implications of language variation. Additional topics may include: semantics, pragmatics, language change, writing systems, typology, language universals, comparison with other communication systems.",3,DSHS
LING240,Language and Mind,"The study of language as a cognitive phenomenon. Ways of representing people's knowledge of their native language, ways in which that knowledge is attained naturally by children, and how it is used in speaking and listening. Additional topics may include: animal communication, language and the brain, language and thought.",3,DSHU
LING248,Introduction to Laboratory Research in Linguistics,,3,
LING272,Biophysics of Language,"Can my dog ask questions - and how would my cat answer? A traditional debate concerns whether language is a unique human faculty. While communication systems are common - cetaceans whistle and sing, songbirds and parrots are vocal learners, bees convey information about energy sources - the specific properties of human language, involving finite mental means to socially yield unbounded messages, have not been easy to find in other species. This course delves into the question of whether this quality is unique to humans. The only precondition to take it is the willingness to approach the matter scientifically, starting with notions from a Computational Theory of Mind. Students may bring to bear upon these questions insights from linguistics, psychology, neuroscience, molecular biology, etc., to debate how an abstract systematic behavior can arise within an animal brain, and what that says about evolution.",3,DSNS|SCIS
LING311,Syntax I,"Basic concepts, analytical techniques of generative syntax, relation to empirical limits imposed by viewing grammars as representations of a component of human mind. Aspects of current theories.",3,
LING312,Syntax II,Continuation of LING311. Development of theories of syntax. Criteria for revising theories. Methods and strategies of scientific efforts to explain natural phenomena.,3,
LING321,Phonology I,"Properties of sound systems of human languages, basic concepts and analytical techniques of generative phonology. Empirical limits imposed by viewing grammars as cognitive representations. Physiological properties and phonological systems; articulatory phonetics and distinctive feature theory.",3,
LING350,Philosophy of Language,The nature and function of language and other forms of symbolism from a philosophical perspective.,3,
LING419B,Topics in Syntax,,3,
LING429L,Topics in Phonology,,3,
LING444,Child Language Acquisition,Examines language acquisition in infancy and early childhood: the nature of children's linguistic representations and how these develop naturally. Role of (possible) innate linguistic structure and interaction of such structure with experience. Evaluation of methods and results of current and classic research leading to contemporary models of language development.,3,
LING448,Advanced Laboratory Research in Linguistics,,2,
LING449D,Topics in Psycholinguistics,,3,
LING499,Directed Studies in Linguistics,,1,
LING499C,Directed Studies in Linguistics; Teaching Assistantship,,1,
LING499H,Directed Studies in Linguistics,,1,
LING499R,Directed Studies in Linguistics; .                                                           UNDERSTANDING LANGUAGE UNDERSTANDING,,3,
LING611,Issues in Syntax,Topics of current theoretical interest examined through data from a variety of languages.,3,
LING621,Issues in Phonology,Topics of current interest in phonological theory examined through data from several languages.,3,
LING661,Issues in Semantics,A second course in semantic theory. Application of basic concepts and methods to topics of current theoretical interest.,3,
LING663,Pragmatics,"An intensive introduction to formal linguistic pragmatics: the study of systematic dependencies of meaning on context of use. Topics will include implicature, presupposition, reference, topic, focus, and the linguistic means of expressing these.",3,
LING689,Independent Study,,1,
LING689T,Independent Study; Pedagogy for Linguistics,Designed for novice instructors to collaboratively explore and evaluate methodologies that support teaching improvement and learner achievement.,1,
LING798,Research Papers in Linguistics,,1,
LING799,Master's Thesis Research,,1,
LING888,Doctoral Research Paper,,1,
LING889,Directed Research,,1,
LING896,Research Paper in Minor Area,"This course is designed to strengthen the students' ability to do research in a minor area of expertise, and to help them create a publishable piece. In addition, the course constitutes part of a set of requirements to advance to doctoral candidacy.",3,
LING898,Pre-Candidacy Research,,1,
LING899,Doctoral Dissertation Research,,6,
MAIT699,Independent Masters Project,,1,
MATH003,Developmental Mathematics,"A review of Intermediate High School Algebra intended for students preparing for one of the credit bearing Fundamental Studies Math Courses. It is taught in special computer labs using a self-paced computer program. The curriculum will be geared toward the student's level of algebra skills and eventual goals. There is a special fee for the course that may be applied in addition to the regular tuition charge. Students should refer to the schedule of classes for details on fees as they apply to a particular semester. The course does not carry any credit toward any degree at the University. The course is repeatable. Topics will be chosen from exponents, polynomials, linear equations, quadratic equations as well as polynomial, rational, exponential and logarithm functions and elementary probability or statistics, depending on the student.",3,
MATH007,Algebra for MATH 107,"A review of Intermediate High School Algebra intended for students preparing for MATH107. It is taught 3 days per week for the first 3 weeks, then leads directly into a special section of MATH107, the same semester, which also meets 3 days per week. Continuation in MATH107 is conditional on the student passing the MATHEMATICS PLACEMENT EXAM at the appropriate level. Topics include linear equations, linear inequalities, operations on polynomials, factoring, solutions of quadratic equations, as well as exponential and logarithm functions. MATH007 does not carry any credit toward any degree at the University, nor is it graded. It leads to either MATH107 or MATH003, both of which are graded.",3,
MATH013,Algebra for MATH 113,"A review of Intermediate High School Algebra intended for students preparing for MATH113. It is taught 3 days per week for the first 3 weeks, then leads directly into a special section of MATH113, the same semester, which also meets 3 days per week. Continuation in MATH113 is conditional on the student passing the MATHEMATICS PLACEMENT EXAM at the appropriate level. Topics include exponents, polynomials, linear equations, quadratic equations, as well as polynomial, rational, exponential, and logarithm functions, and trigonometry. MATH013 does not carry any credit toward any degree at the University, nor is it graded. It leads directly to MATH113 (or MATH107), or MATH003, all of which are graded.",3,
MATH015,Algebra for MATH 115,"A review of Intermediate High School Algebra intended for students preparing for MATH115. It is taught 3 days per week for the first 3 weeks, then leads directly into a special section of MATH115, the same semester, which also meets 3 days per week. Continuation in MATH115 is conditional on the student passing the MATHEMATICS PLACEMENT EXAM at the appropriate level. Topics include exponents, polynomials, linear equations in one and two variables, quadratic equations, as well as polynomial, rational, exponential, logarithm functions and trigonometry. MATH015 does not carry any credit toward any degree at the University, nor is it graded. It leads directly to MATH115 (or MATH107 or MATH113), or MATH003, all of which are graded.",3,
MATH107,Introduction to Math Modeling and Probability,"A goal is to convey the power of mathematics as shown by a variety of problems which can be modeled and solved by quantitative means. Also included is an introduction to probability. Topics include data analysis, equations, systems of equations, inequalities, elementary linear programming, Venn diagrams, counting, basic probability, permutations, combinations, tree diagrams, standard normal and normal distributions. The mathematics of finance is covered. The course includes problem solving and decision making in economics, management, and social sciences.",3,FSMA
MATH113,College Algebra and Trigonometry,"Topics include elementary functions including graphs and applications of: polynomial, rational, exponential, and logarithmic functions. Systems of equations and applications. Trigonometric functions: angle and radian measure, graphs and applications.",3,FSMA
MATH115,Precalculus,"Preparation for MATH120, MATH135 or MATH140. Elementary functions and graphs: polynomials, rational functions, exponential and logarithmic functions, trigonometric functions. Algebraic techniques preparatory for calculus.",3,FSMA
MATH120,Elementary Calculus I,"Basic ideas of differential and integral calculus, with emphasis on elementary techniques of differentiation and applications.",3,FSAR|FSMA
MATH121,Elementary Calculus II,"Trigonometric functions, techniques of integration, infinite series, differential equations, probability.",3,
MATH135,Discrete Mathematics for Life Sciences,"Basic discrete mathematics, with emphasis on relevant models and techniques to the life sciences.",4,FSAR|FSMA
MATH136,Calculus for Life Sciences,"Continuation of MATH135, including basic ideas of differential and integral calculus, with emphasis on elementary techniques and applications to the life sciences.",4,
MATH140,Calculus I,"Introduction to calculus, including functions, limits, continuity, derivatives and applications of the derivative, sketching of graphs of functions, definite and indefinite integrals, and calculation of area. The course is especially recommended for science, engineering and mathematics majors.",4,FSAR|FSMA
MATH141,Calculus II,"Continuation of MATH140, including techniques of integration, improper integrals, applications of integration (such as volumes, work, arc length, moments), inverse functions, exponential and logarithmic functions, sequences and series.",4,
MATH141H,Calculus II,"Continuation of MATH140, including techniques of integration, improper integrals, applications of integration (such as volumes, work, arc length, moments), inverse functions, exponential and logarithmic functions, sequences and series.",4,
MATH206,Introduction to Matlab,"This course is intended to prepare students for subsequent courses requiring computation with MATLAB. Covers basics of MATLAB including simple commands, variables, solving equations, graphing differentiation and integration, matrices and vectors, functions, M-files and fundamentals of programming in the MATLAB environment. When offered in Winter and Summer terms, the course is offered in a format suitable for online distance learning.",1,
MATH212,Elements of Numbers and Operations,"Reviews and extends topics of arithmetic and number theory related to the elementary school curriculum, particularly number systems and operations with natural numbers, integers, and rationals.",3,
MATH213,Elements of Geometry and Measurement,"Properties of geometric objects in two and three dimensions; parallel lines, curves and polygons; ratio, proportion, similarity; transformational geometry and measurement, constructions, justifications and proofs.",3,
MATH214,Elements of Probability and Statistics,Permutations and combinations; probability; collecting and representing data; using statistics to analyze and interpret data.,3,
MATH240,Introduction to Linear Algebra,"Basic concepts of linear algebra: vector spaces, applications to line and plane geometry, linear equations and matrices, similar matrices, linear transformations, eigenvalues, determinants and quadratic forms.",4,
MATH241,Calculus III,"Introduction to multivariable calculus, including vectors and vector-valued functions, partial derivatives and applications of partial derivatives (such as tangent planes and Lagrange multipliers), multiple integrals, volume, surface area, and the classical theorems of Green, Stokes and Gauss.",4,
MATH241H,Calculus III,"Introduction to multivariable calculus, including vectors and vector-valued functions, partial derivatives and applications of partial derivatives (such as tangent planes and Lagrange multipliers), multiple integrals, volume, surface area, and the classical theorems of Green, Stokes and Gauss.",4,
MATH243,Introduction to Linear Algebra and Differential Equations,"The basics of linear algebra and differential equations, with an emphasis on general physical and engineering applications. Aimed at students who need the material for future coursework but do not need as much depth and rigor as provided by MATH240 and MATH246.",4,
MATH246,Differential Equations for Scientists and Engineers,"An introduction to the basic methods of solving ordinary differential equations. Equations of first and second order, linear differential equations, Laplace transforms, numerical methods and the qualitative theory of differential equations.",3,
MATH246H,Differential Equations for Scientists and Engineers,"An introduction to the basic methods of solving ordinary differential equations. Equations of first and second order, linear differential equations, Laplace transforms, numerical methods and the qualitative theory of differential equations.",3,
MATH310,Introduction to Mathematical Proof,"To develop the students' ability to construct a rigorous proof of a mathematical claim. Students will also be made aware of mathematical results that are of interest to those wishing to analyze a particular mathematical model. Topics will be drawn from logic, set theory, structure of the number line, elementary topology, metric spaces, functions, sequences and continuity.",3,
MATH341,"Multivariable Calculus, Linear Algebra, Differential Equations II (Honors)",A continuation of MATH340.,4,
MATH386,Experiential Learning,Prerequisite: Must have learning proposal approved by the CMNS Mathematics Department.,3,
MATH401,Applications of Linear Algebra,"Various applications of linear algebra: theory of finite games, linear programming, matrix methods as applied to finite Markov chains, random walk, incidence matrices, graphs and directed graphs, networks and transportation problems.",3,
MATH402,Algebraic Structures,"For students having only limited experience with rigorous mathematical proofs. Parallels MATH403. Students planning graduate work in mathematics should take MATH403. Groups, rings, integral domains and fields, detailed study of several groups; properties of integers and polynomials. Emphasis is on the origin of the mathematical ideas studied and the logical structure of the subject.",3,
MATH403,Introduction to Abstract Algebra,"Integers; groups, rings, integral domains, fields.",3,
MATH404,Field Theory,"Algebraic and transcendental elements, Galois theory, constructions with straight-edge and compass, solutions of equations of low degrees, insolubility of the quintic equation, Sylow theorems, fundamental theorem of finite Abelian groups.",3,
MATH405,Linear Algebra,An abstract treatment of finite dimensional vector spaces. Linear transformations and their invariants.,3,
MATH406,Introduction to Number Theory,"Integers, divisibility, prime numbers, unique factorization, congruences, quadratic reciprocity, Diophantine equations and arithmetic functions.",3,
MATH410,Advanced Calculus I,"Subjects covered: sequences and series of numbers, continuity and differentiability of real-valued functions of one variable, the Riemann integral, sequences of functions and power series.",3,
MATH411,Advanced Calculus II,"Continuation of MATH410. Topics include:  The topology of sets in Rn, the derivative matrix, the general chain rule, inverse and implicit function theorems with applications, smooth curves and surfaces in R3, Lagrange multipliers.  Additional topics may include:  Metric spaces, the contraction principle, the existence and uniqueness theorem for nonlinear first order differential equations, the Riemann integral of Rn, introduction to integration on curves and surfaces, Green's theorem.",3,
MATH416,Applied Harmonic Analysis: An Introduction to Signal Processing,"Introduces students to the mathematical concepts arising in signal analysis from the applied harmonic analysis point of view. Topics include applied linear algebra, Fourier series, discrete Fourier transform, Fourier transform, Shannon Sampling Theorem, wavelet bases, multiresolution analysis, and discrete wavelet transform.",3,
MATH420,Mathematical Modeling,"The course will develop skills in data-driven mathematical modeling through individual and group projects. Emphasis will be placed on both analytical and computational methods, and on effective oral and written presentation of results.",3,
MATH423,Linear Optimization,"Mathematical formulation of linear programming, graphical solutions, simplex method, duality, transportation problems, assignment problems, and game theory.",3,
MATH424,Introduction to the Mathematics of Finance,"Introduction to the mathematical models used in finance and economics with emphasis on pricing derivative instruments. Designed for students in mathematics, computer science, engineering, finance and physics. Financial markets and instruments; elements from basic probability theory; interest rates and present value analysis; normal distribution of stock returns; option pricing; arbitrage pricing theory; the multiperiod binomial model; the Black-Scholes option pricing formula; proof of the Black-Scholes option pricing formula and applications; trading and hedging of options; Delta hedging; utility functions and portfolio theory; elementary stochastic calculus; Ito's Lemma; the Black-Scholes equation and its conversion to the heat equation.",3,
MATH430,Euclidean and Non-Euclidean Geometries,Hilbert's axioms for Euclidean geometry. Neutral geometry: the consistency of the hyperbolic parallel postulate and the inconsistency of the elliptic parallel postulate with neutral geometry. Models of hyperbolic geometry. Existence and properties of isometries.,3,
MATH437,Differential Forms,"Introduction to differential forms and their applications, and unites the fundamental theorems of multivariable calculus in a general Stokes Theorem that is valid in great generality. It develops this theory and technique to perform calculations in analysis and geometry. Topics include an introduction to topological spaces, the Gauss-Bonnet Theorem, Gauss's formula for the linking number, and the Cauchy Integral Theorem. Applications include Maxwell's equations of electromagnetism, connections and gauge theory, and symplectic geometry and Hamiltonian dynamics.",3,
MATH446,Axiomatic Set Theory,"Development of a system of axiomatic set theory, choice principles, induction principles, ordinal arithmetic including discussion of cancellation laws, divisibility, canonical expansions, cardinal arithmetic including connections with the axiom of choice, Hartog's theorem, Konig's theorem, properties of regular, singular and inaccessible cardinals.",3,
MATH456,Cryptography,"The theory, application, and implementation of mathematical techniques used to secure modern communications. Topics include symmetric and public-key encryption, message integrity, hash functions, block-cipher design and analysis, number theory, and digital signatures.",3,
MATH461,Linear Algebra for Scientists and Engineers,"Basic concepts of linear algebra. This course is similar to MATH240, but with more extensive coverage of the topics needed in applied linear algebra: change of basis, complex eigenvalues, diagonalization, the Jordan canonical form.",3,
MATH462,Partial Differential Equations,"Linear spaces and operators, orthogonality, Sturm-Liouville problems and eigenfunction expansions for ordinary differential equations. Introduction to partial differential equations, including the heat equation, wave equation and Laplace's equation. Boundary value problems, initial value problems and initial-boundary value problems.",3,
